age,religion,community,income,gender,segment,scheme,link
60,others,mbc,1112000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
40,christian,bc,882000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
49,others,mbc,1505000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
42,others,bc,1850000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
29,hindu,mbc,1121000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
56,others,mbc,1807000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
49,christian,bc,1052000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
52,muslim,bc,1785000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
50,others,mbc,1526000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
47,muslim,mbc,1336000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
38,others,mbc,1923000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
42,muslim,bc,1903000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
26,muslim,bc,1940000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
32,hindu,bc,1506000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
48,christian,bc,921000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
40,christian,bc,937000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
26,muslim,mbc,1676000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
46,muslim,bc,1065000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
48,hindu,mbc,1476000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
33,hindu,bc,1895000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
55,others,mbc,1155000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
27,christian,bc,1267000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
28,christian,mbc,825000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
45,others,mbc,1610000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
52,muslim,mbc,780000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
60,hindu,bc,1686000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
46,muslim,mbc,1674000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
39,christian,mbc,1959000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
59,muslim,mbc,1791000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
49,others,mbc,1909000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
53,christian,mbc,1458000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
41,hindu,mbc,689000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
55,hindu,mbc,1885000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
44,hindu,bc,1722000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
48,muslim,mbc,1967000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
58,hindu,mbc,1452000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
42,others,bc,967000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
27,hindu,mbc,1485000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
25,hindu,mbc,1443000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
41,hindu,mbc,1429000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
57,christian,mbc,1522000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
50,muslim,bc,1595000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
44,muslim,bc,1516000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
34,hindu,mbc,762000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27514
25,muslim,bc,549000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
30,christian,bc,630000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
37,others,bc,1597000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
40,hindu,bc,561000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
32,others,bc,1472000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
46,others,bc,512000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
49,muslim,mbc,1136000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
30,muslim,bc,1178000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
37,muslim,mbc,1647000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
34,muslim,bc,1407000,others,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
55,others,bc,1977000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
47,hindu,mbc,788000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
49,hindu,mbc,914000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
50,christian,bc,1294000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
53,others,bc,1324000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
34,others,mbc,1566000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
53,muslim,bc,1209000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
49,others,bc,1967000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
41,muslim,mbc,837000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
36,hindu,mbc,1862000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
36,others,bc,1959000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
27,muslim,bc,917000,male,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
25,muslim,bc,691000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
27,muslim,bc,1482000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/27488
26,hindu,bc,1815000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27488
30,hindu,mbc,1780000,female,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
42,muslim,bc,1572000,male,student,post-matric scholarship scheme,https://www.tn.gov.in/scheme/data_view/3200
57,hindu,bc,613000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27488
59,muslim,mbc,579000,female,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/3200
56,muslim,bc,1957000,male,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
44,christian,mbc,1926000,others,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/27514
58,muslim,bc,631000,female,student,Scheme for Meritorious students to pursue Higher Secondary Education in the best schools of TamilNadu,https://www.tn.gov.in/scheme/data_view/3200
35,hindu,bc,822000,others,student,"Free education scholarship for Professional Courses (Engineering, Medical, Agriculture, Veterinary and Law)",https://www.tn.gov.in/scheme/data_view/27514
